1731_Prevost_ManonLescaut2;M'écriai -je en la repoussant. Qui;?;Quel prince ? Elle ne répondit point à  mes questions. -
1731_Prevost_ManonLescaut2;en la repoussant. Qui ? Quel prince;?;Elle ne répondit point à  mes questions. - faites -le monter
1731_Prevost_ManonLescaut2;ne vous tente-t -elle point ? - moi;?;Répondit -elle, en ajustant à  sa pensée deux vers de Racine
1731_Prevost_ManonLescaut2;moi ! Vous me soupçonnez de cette perfidie;?;Moi ! Je pourrais souffrir un visage odieux, qui rappelle toujours
