Unité	F	f_Gilblas	score_Gilblas	f_LettresPersanes	score_LettresPersanes	f_Cleveland	score_Cleveland	f_ManonLescaut	score_ManonLescaut	f_Sethos	score_Sethos	f_Marquise	score_Marquise	f_Cabinet	score_Cabinet	f_Marianne	score_Marianne	f_Paysanne	score_Paysanne	f_Egarements	score_Egarements	f_MMeLuz	score_MMeLuz	f_Grecque	score_Grecque	f_Confessions	score_Confessions	f_Candide	score_Candide
accoucher	13	3	0.5286	1	0.3513	0	-1.7367	0	-0.197	1	-0.2545	0	-0.1751	3	2.4427	2	0.5715	2	0.337	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	1	0.6555
apperçût	13	0	-0.8966	0	-0.256	7	1.4819	0	-0.197	6	2.7446	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
exprimoit	13	0	-0.8966	0	-0.256	8	2.0845	0	-0.197	0	-0.6801	0	-0.1751	0	-0.1416	0	-0.457	5	1.9005	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
déférence	13	3	0.5286	0	-0.256	2	-0.538	0	-0.197	0	-0.6801	1	0.4791	0	-0.1416	0	-0.457	5	1.9005	1	0.3835	1	0.7086	0	-0.2689	0	-0.1357	0	-0.1085
flâmes	13	0	-0.8966	0	-0.256	5	0.6114	0	-0.197	8	4.6811	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
effronterie	13	6	2.1692	0	-0.256	5	0.6114	1	0.4382	0	-0.6801	0	-0.1751	1	0.5555	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
aumônier	13	4	0.9545	0	-0.256	1	-0.9822	5	4.3154	0	-0.6801	0	-0.1751	0	-0.1416	0	-0.457	1	-0.2678	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	2	1.6093
subjuguer	13	0	-0.8966	2	0.9551	0	-1.7367	0	-0.197	4	1.2911	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	3	1.8621	0	-0.0945	0	-0.2689	3	2.4947	1	0.6555
importoit	13	0	-0.8966	0	-0.256	7	1.4819	0	-0.197	4	1.2911	0	-0.1751	0	-0.1416	0	-0.457	2	0.337	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
complet	13	1	-0.3864	0	-0.256	1	-0.9822	0	-0.197	2	0.3531	0	-0.1751	0	-0.1416	5	2.6677	0	-0.703	0	-0.2318	1	0.7086	0	-0.2689	1	0.5714	2	1.6093
secouer	13	2	0.2297	4	2.6994	2	-0.538	0	-0.197	0	-0.6801	0	-0.1751	0	-0.1416	4	1.8307	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	1	0.5714	0	-0.1085
promontoire	13	0	-0.8966	0	-0.256	0	-1.7367	0	-0.197	13	12.2858	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
Pensacola	13	0	-0.8966	0	-0.256	13	7.5022	0	-0.197	0	-0.6801	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
détroit	13	0	-0.8966	0	-0.256	0	-1.7367	0	-0.197	12	10.2748	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	1	0.6555
destruction	13	0	-0.8966	7	6.342	3	-0.2719	0	-0.197	3	0.7533	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
piece	13	0	-0.8966	0	-0.256	5	0.6114	0	-0.197	8	4.6811	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
couroit	13	0	-0.8966	0	-0.256	0	-1.7367	0	-0.197	1	-0.2545	1	0.4791	0	-0.1416	0	-0.457	11	8.4533	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
Membrilla	13	13	10.8311	0	-0.256	0	-1.7367	0	-0.197	0	-0.6801	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
devin	13	0	-0.8966	1	0.3513	0	-1.7367	0	-0.197	12	10.2748	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
échappoit	13	0	-0.8966	0	-0.256	11	4.6971	0	-0.197	2	0.3531	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
vénération	13	0	-0.8966	1	0.3513	1	-0.9822	0	-0.197	3	0.7533	0	-0.1751	0	-0.1416	5	2.6677	0	-0.703	2	1.0266	1	0.7086	0	-0.2689	0	-0.1357	0	-0.1085
brusquer	13	5	1.5026	1	0.3513	0	-1.7367	0	-0.197	0	-0.6801	0	-0.1751	0	-0.1416	1	-0.1356	3	0.7247	1	0.3835	0	-0.0945	1	0.3357	1	0.5714	0	-0.1085
fosse	13	1	-0.3864	0	-0.256	4	0.3323	6	5.6455	0	-0.6801	0	-0.1751	0	-0.1416	0	-0.457	2	0.337	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
croirois	13	0	-0.8966	0	-0.256	7	1.4819	0	-0.197	0	-0.6801	3	2.189	0	-0.1416	0	-0.457	3	0.7247	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
université	13	10	6.0616	1	0.3513	0	-1.7367	0	-0.197	0	-0.6801	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	2	1.6093
perquisition	13	6	2.1692	0	-0.256	0	-1.7367	0	-0.197	3	0.7533	0	-0.1751	0	-0.1416	1	-0.1356	3	0.7247	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
quittoit	13	0	-0.8966	1	0.3513	6	0.9929	0	-0.197	2	0.3531	0	-0.1751	0	-0.1416	0	-0.457	4	1.2489	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
confusément	13	0	-0.8966	0	-0.256	3	-0.2719	0	-0.197	3	0.7533	1	0.4791	0	-0.1416	3	1.1272	1	-0.2678	0	-0.2318	0	-0.0945	2	0.9201	0	-0.1357	0	-0.1085
au-de	13	0	-0.8966	0	-0.256	0	-1.7367	0	-0.197	12	10.2748	0	-0.1751	0	-0.1416	0	-0.457	1	-0.2678	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
sentoient	13	0	-0.8966	0	-0.256	4	0.3323	0	-0.197	8	4.6811	0	-0.1751	0	-0.1416	0	-0.457	1	-0.2678	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
convenance	13	0	-0.8966	1	0.3513	2	-0.538	0	-0.197	3	0.7533	0	-0.1751	1	0.5555	0	-0.457	1	-0.2678	4	2.8551	1	0.7086	0	-0.2689	0	-0.1357	0	-0.1085
élargissement	13	7	2.9536	0	-0.256	0	-1.7367	2	1.1465	0	-0.6801	0	-0.1751	0	-0.1416	0	-0.457	4	1.2489	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
ancre	13	0	-0.8966	0	-0.256	11	4.6971	1	0.4382	0	-0.6801	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	1	0.6555
continent	13	0	-0.8966	3	1.749	8	2.0845	0	-0.197	1	-0.2545	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	1	0.6555
être|êtres	13	0	-0.8966	3	1.749	4	0.3323	0	-0.197	1	-0.2545	0	-0.1751	0	-0.1416	0	-0.457	3	0.7247	1	0.3835	0	-0.0945	0	-0.2689	0	-0.1357	1	0.6555
retiroit	13	0	-0.8966	0	-0.256	6	0.9929	0	-0.197	3	0.7533	1	0.4791	0	-0.1416	0	-0.457	3	0.7247	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
reste-t	13	1	-0.3864	1	0.3513	2	-0.538	1	0.4382	0	-0.6801	1	0.4791	3	2.4427	0	-0.457	0	-0.703	1	0.3835	0	-0.0945	3	1.6934	0	-0.1357	0	-0.1085
intimider	13	1	-0.3864	2	0.9551	1	-0.9822	1	0.4382	1	-0.2545	0	-0.1751	0	-0.1416	1	-0.1356	4	1.2489	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	2	1.6093
restituer	13	5	1.5026	1	0.3513	5	0.6114	1	0.4382	0	-0.6801	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	1	0.3357	0	-0.1357	0	-0.1085
supercherie	13	10	6.0616	0	-0.256	1	-0.9822	1	0.4382	0	-0.6801	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	1	0.5714	0	-0.1085
réüssit	13	0	-0.8966	0	-0.256	0	-1.7367	0	-0.197	4	1.2911	0	-0.1751	0	-0.1416	0	-0.457	9	5.7225	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
manie	13	0	-0.8966	0	-0.256	1	-0.9822	0	-0.197	0	-0.6801	0	-0.1751	0	-0.1416	0	-0.457	9	5.7225	0	-0.2318	1	0.7086	0	-0.2689	2	1.4323	0	-0.1085
trente-cinq	13	4	0.9545	3	1.749	0	-1.7367	0	-0.197	0	-0.6801	0	-0.1751	2	1.3986	1	-0.1356	0	-0.703	0	-0.2318	0	-0.0945	3	1.6934	0	-0.1357	0	-0.1085
rapidité	13	1	-0.3864	3	1.749	3	-0.2719	0	-0.197	1	-0.2545	0	-0.1751	0	-0.1416	3	1.1272	1	-0.2678	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	1	0.6555
généralement	13	1	-0.3864	0	-0.256	3	-0.2719	0	-0.197	1	-0.2545	0	-0.1751	1	0.5555	1	-0.1356	0	-0.703	2	1.0266	1	0.7086	0	-0.2689	3	2.4947	0	-0.1085
aporta	13	0	-0.8966	0	-0.256	0	-1.7367	0	-0.197	0	-0.6801	0	-0.1751	0	-0.1416	0	-0.457	13	12.1099	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
rame	13	0	-0.8966	0	-0.256	3	-0.2719	0	-0.197	7	3.6521	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	2	0.9201	0	-0.1357	1	0.6555
Centellés	13	13	10.8311	0	-0.256	0	-1.7367	0	-0.197	0	-0.6801	0	-0.1751	0	-0.1416	0	-0.457	0	-0.703	0	-0.2318	0	-0.0945	0	-0.2689	0	-0.1357	0	-0.1085
énigme	13	0	-0.8966	0	-0.256	3	-0.2719	2	1.1465	2	0.3531	0	-0.1751	1	0.5555	0	-0.457	4	1.2489	0	-0.2318	0	-0.0945	1	0.3357	0	-0.1357	0	-0.1085
connu	12	1	-0.3412	0	-0.2363	3	-0.22	0	-0.1818	2	0.3953	0	-0.1616	0	-0.1307	0	-0.4219	3	0.8013	1	0.4101	0	-0.0873	0	-0.2482	2	1.4981	0	-0.1002
répondoient	12	0	-0.8276	0	-0.2363	5	0.722	0	-0.1818	6	2.9697	0	-0.1616	0	-0.1307	0	-0.4219	1	-0.2354	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
Catherine	12	0	-0.8276	0	-0.2363	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	11	9.217	0	-0.2139	1	0.7398	0	-0.2482	0	-0.1252	0	-0.1002
Jacques	12	3	0.5963	0	-0.2363	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	1	-0.2354	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	8	11.0989
gênant	12	0	-0.8276	0	-0.2363	3	-0.22	1	0.4659	2	0.3953	1	0.5076	1	0.5851	1	0.2066	1	-0.2354	2	1.0877	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
frapée	12	0	-0.8276	0	-0.2363	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	12	11.1784	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
dédaigneux	12	3	0.5963	0	-0.2363	2	-0.4606	0	-0.1818	0	-0.6278	0	-0.1616	1	0.5851	2	0.6226	1	-0.2354	3	1.963	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
Havre	12	0	-0.8276	0	-0.2363	5	0.722	7	7.4218	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
insuportable	12	0	-0.8276	0	-0.2363	2	-0.4606	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	10	7.5935	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
apperçurent	12	0	-0.8276	0	-0.2363	6	1.1552	0	-0.1818	6	2.9697	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
ramenoit	12	0	-0.8276	0	-0.2363	4	0.4008	0	-0.1818	7	3.9429	1	0.5076	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
couloient	12	0	-0.8276	0	-0.2363	11	5.3896	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	1	-0.2354	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
souffrance	12	2	0.2643	0	-0.2363	3	-0.22	0	-0.1818	2	0.3953	1	0.5076	0	-0.1307	2	0.6226	2	0.3783	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
Martinique	12	0	-0.8276	0	-0.2363	11	5.3896	1	0.4659	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
avantager	12	4	1.0627	2	1.0151	2	-0.4606	1	0.4659	2	0.3953	0	-0.1616	0	-0.1307	0	-0.4219	1	-0.2354	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
-sans	12	0	-0.8276	0	-0.2363	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	12	16.7471	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
élection	12	0	-0.8276	0	-0.2363	8	2.3851	0	-0.1818	4	1.411	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
gardoient	12	0	-0.8276	0	-0.2363	2	-0.4606	0	-0.1818	8	5.0502	0	-0.1616	0	-0.1307	0	-0.4219	2	0.3783	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
malignement	12	0	-0.8276	0	-0.2363	2	-0.4606	0	-0.1818	1	-0.2236	0	-0.1616	0	-0.1307	1	0.2066	7	3.8557	0	-0.2139	0	-0.0873	0	-0.2482	1	0.6012	0	-0.1002
bleu	12	5	1.6586	1	0.3772	0	-1.6031	0	-0.1818	2	0.3953	0	-0.1616	0	-0.1307	0	-0.4219	1	-0.2354	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	3	2.8749
vicieux	12	4	1.0627	0	-0.2363	3	-0.22	1	0.4659	1	-0.2236	1	0.5076	0	-0.1307	0	-0.4219	0	-0.6489	2	1.0877	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
alternative	12	3	0.5963	0	-0.2363	5	0.722	1	0.4659	1	-0.2236	0	-0.1616	0	-0.1307	0	-0.4219	1	-0.2354	0	-0.2139	0	-0.0873	1	0.3612	0	-0.1252	0	-0.1002
apparition	12	2	0.2643	0	-0.2363	2	-0.4606	1	0.4659	1	-0.2236	0	-0.1616	0	-0.1307	6	3.8688	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
colin	12	0	-0.8276	0	-0.2363	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	12	11.1784	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
reprise	12	6	2.3809	0	-0.2363	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	1	0.5851	1	0.2066	2	0.3783	2	1.0877	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
reserve	12	0	-0.8276	0	-0.2363	6	1.1552	0	-0.1818	6	2.9697	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
obséder	12	3	0.5963	1	0.3772	0	-1.6031	1	0.4659	0	-0.6278	1	0.5076	0	-0.1307	0	-0.4219	3	0.8013	2	1.0877	0	-0.0873	0	-0.2482	1	0.6012	0	-0.1002
arriverent	12	0	-0.8276	0	-0.2363	5	0.722	0	-0.1818	7	3.9429	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
attachoient	12	0	-0.8276	0	-0.2363	8	2.3851	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	4	1.3675	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
rappelloit	12	0	-0.8276	0	-0.2363	9	3.2048	0	-0.1818	3	0.831	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
découvrois	12	0	-0.8276	0	-0.2363	11	5.3896	0	-0.1818	0	-0.6278	1	0.5076	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
aprenez	12	0	-0.8276	0	-0.2363	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	12	11.1784	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
surpris	12	2	0.2643	2	1.0151	3	-0.22	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	3	1.2161	1	-0.2354	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	1	0.6862
Oviedo	12	12	9.9979	0	-0.2363	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
entretenoit	12	0	-0.8276	0	-0.2363	5	0.722	0	-0.1818	2	0.3953	0	-0.1616	0	-0.1307	0	-0.4219	5	2.0678	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
poésie	12	9	5.3404	0	-0.2363	1	-0.877	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	1	0.4101	0	-0.0873	1	0.3612	0	-0.1252	0	-0.1002
broche	12	7	3.2305	0	-0.2363	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	5	5.7522
prolonger	12	5	1.6586	0	-0.2363	2	-0.4606	0	-0.1818	1	-0.2236	0	-0.1616	0	-0.1307	1	0.2066	0	-0.6489	1	0.4101	1	0.7398	0	-0.2482	0	-0.1252	1	0.6862
morne	12	4	1.0627	1	0.3772	2	-0.4606	1	0.4659	0	-0.6278	0	-0.1616	0	-0.1307	2	0.6226	1	-0.2354	1	0.4101	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
guet	12	0	-0.8276	0	-0.2363	1	-0.877	3	2.1534	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	7	3.8557	0	-0.2139	0	-0.0873	0	-0.2482	1	0.6012	0	-0.1002
CLARICE	12	0	-0.8276	0	-0.2363	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	12	19.2727	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
Déesse	12	0	-0.8276	0	-0.2363	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	12	19.2727	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
rivière	12	1	-0.3412	6	5.2552	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	1	0.7398	0	-0.2482	0	-0.1252	4	4.2405
rappella	12	0	-0.8276	0	-0.2363	9	3.2048	0	-0.1818	3	0.831	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
babil	12	4	1.0627	1	0.3772	0	-1.6031	0	-0.1818	0	-0.6278	2	1.299	1	0.5851	2	0.6226	1	-0.2354	0	-0.2139	0	-0.0873	0	-0.2482	1	0.6012	0	-0.1002
Voilà	12	0	-0.8276	0	-0.2363	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	2	1.4641	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	4	2.7661	0	-0.1252	6	7.4
ombrage	12	6	2.3809	1	0.3772	1	-0.877	0	-0.1818	3	0.831	0	-0.1616	0	-0.1307	0	-0.4219	1	-0.2354	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
Astorga	12	12	9.9979	0	-0.2363	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
prétens	12	0	-0.8276	0	-0.2363	4	0.4008	0	-0.1818	4	1.411	0	-0.1616	0	-0.1307	0	-0.4219	4	1.3675	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
Treville	12	0	-0.8276	0	-0.2363	12	6.9251	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
serviette	12	9	5.3404	1	0.3772	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	1	-0.2354	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	1	0.6862
changeoit	12	0	-0.8276	0	-0.2363	7	1.7067	0	-0.1818	4	1.411	0	-0.1616	0	-0.1307	0	-0.4219	1	-0.2354	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
sensiblement	12	0	-0.8276	0	-0.2363	8	2.3851	0	-0.1818	1	-0.2236	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	3	1.963	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
causerent	12	0	-0.8276	0	-0.2363	11	5.3896	0	-0.1818	1	-0.2236	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
demeuroient	12	0	-0.8276	0	-0.2363	6	1.1552	0	-0.1818	6	2.9697	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
empressé	12	3	0.5963	1	0.3772	5	0.722	0	-0.1818	1	-0.2236	0	-0.1616	0	-0.1307	0	-0.4219	1	-0.2354	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	1	0.6862
oisif	12	1	-0.3412	1	0.3772	1	-0.877	0	-0.1818	1	-0.2236	0	-0.1616	0	-0.1307	3	1.2161	0	-0.6489	0	-0.2139	1	0.7398	1	0.3612	3	2.6009	0	-0.1002
cochon	12	8	4.2129	2	1.0151	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	2	1.6764
D	12	0	-0.8276	0	-0.2363	1	-0.877	0	-0.1818	0	-0.6278	6	6.1943	2	1.4641	0	-0.4219	2	0.3783	1	0.4101	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
Séphora	12	12	9.9979	0	-0.2363	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
Seroit	12	0	-0.8276	0	-0.2363	6	1.1552	0	-0.1818	0	-0.6278	3	2.293	0	-0.1307	0	-0.4219	3	0.8013	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
Chere	12	0	-0.8276	0	-0.2363	12	6.9251	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
retenoit	12	0	-0.8276	0	-0.2363	5	0.722	0	-0.1818	1	-0.2236	0	-0.1616	0	-0.1307	0	-0.4219	6	2.8973	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
foiblement	12	0	-0.8276	0	-0.2363	4	0.4008	0	-0.1818	0	-0.6278	4	3.4516	0	-0.1307	0	-0.4219	4	1.3675	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
jointe	12	0	-0.8276	0	-0.2363	3	-0.22	1	0.4659	1	-0.2236	0	-0.1616	1	0.5851	1	0.2066	0	-0.6489	0	-0.2139	0	-0.0873	1	0.3612	4	3.8698	0	-0.1002
répéte	12	0	-0.8276	0	-0.2363	4	0.4008	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	8	4.9481	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
Sçavez	12	0	-0.8276	0	-0.2363	3	-0.22	0	-0.1818	0	-0.6278	3	2.293	0	-0.1307	0	-0.4219	6	2.8973	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
Alcantara	12	12	9.9979	0	-0.2363	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
emportemens	12	0	-0.8276	0	-0.2363	7	1.7067	0	-0.1818	0	-0.6278	3	2.293	0	-0.1307	0	-0.4219	1	-0.2354	0	-0.2139	1	0.7398	0	-0.2482	0	-0.1252	0	-0.1002
époque	12	3	0.5963	0	-0.2363	5	0.722	0	-0.1818	1	-0.2236	0	-0.1616	0	-0.1307	0	-0.4219	3	0.8013	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
dramatique	12	11	8.1483	1	0.3772	0	-1.6031	0	-0.1818	0	-0.6278	0	-0.1616	0	-0.1307	0	-0.4219	0	-0.6489	0	-0.2139	0	-0.0873	0	-0.2482	0	-0.1252	0	-0.1002
